,x,y
480,4.8,104.511786781
481,4.81,104.518781303
482,4.82,104.499104371
483,4.83,104.473749749
484,4.84,104.423796724
485,4.85,104.508924759
486,4.86,104.476089928
487,4.87,104.555435352
488,4.88,104.468329844
489,4.89,104.435356104
490,4.9,104.428522118
491,4.91,104.532238721
492,4.92,104.457444686
493,4.93,104.399111933
494,4.94,104.490926834
495,4.95,104.553058912
496,4.96,104.441132124
497,4.97,104.453619885
498,4.98,104.485416139
499,4.99,104.530304296
500,5.0,104.510529187
501,5.01,104.484542498
502,5.02,104.476711779
503,5.03,104.523701439
504,5.04,104.322296751
505,5.05,104.51325764
506,5.06,104.426895095
507,5.07,104.365241302
508,5.08,104.319127359
509,5.09,104.347169472
510,5.1,104.404998396
511,5.11,104.370396701
512,5.12,104.425118195
513,5.13,104.340988341
514,5.14,104.434522809
515,5.15,104.364158117
516,5.16,104.414891265
517,5.17,104.390211487
518,5.18,104.409798186
519,5.19,104.499410471
520,5.2,104.393004985
521,5.21,104.405714997
522,5.22,104.426962906
523,5.23,104.39630046
524,5.24,104.373102841
525,5.25,104.309423235
526,5.26,104.30925559
527,5.27,104.403447501
528,5.28,104.348071763
529,5.29,104.329574882
530,5.3,104.409204493
531,5.31,104.410098945
532,5.32,104.332864325
533,5.33,104.340443554
534,5.34,104.355421323
535,5.35,104.34796572
536,5.36,104.45887154
537,5.37,104.377178109
538,5.38,104.383611021
539,5.39,104.264547831
540,5.4,104.352329589
541,5.41,104.365311619
542,5.42,104.341705262
543,5.43,104.403267718
544,5.44,104.35712149
545,5.45,104.352235665
546,5.46,104.459950709
547,5.47,104.378460154
548,5.48,104.295940665
549,5.49,104.340848828
550,5.5,104.410915486
551,5.51,104.358767071
552,5.52,104.327767764
553,5.53,104.443137335
554,5.54,104.461879969
555,5.55,104.284963546
556,5.56,104.353781283
557,5.57,104.278508967
558,5.58,104.340739467
559,5.59,104.305204656
560,5.6,104.387197472
561,5.61,104.342176255
562,5.62,104.296895181
563,5.63,104.394940344
564,5.64,104.352890335
565,5.65,104.377746022
566,5.66,104.295898351
567,5.67,104.344979925
568,5.68,104.291961881
569,5.69,104.353845393
570,5.7,104.358712608
571,5.71,104.354556591
572,5.72,104.31220248
573,5.73,104.307478617
574,5.74,104.343423416
575,5.75,104.325718066
576,5.76,104.282427453
577,5.77,104.440922577
578,5.78,104.352060098
579,5.79,104.248075779
580,5.8,104.281573226
581,5.81,104.376497444
582,5.82,104.316967335
583,5.83,104.33052901
584,5.84,104.317179434
585,5.85,104.392600376
586,5.86,104.342108814
587,5.87,104.305275507
588,5.88,104.307677959
589,5.89,104.354077004
590,5.9,104.296659867
591,5.91,104.397000207
592,5.92,104.277189629
593,5.93,104.307554932
594,5.94,104.313371041
595,5.95,104.339911136
596,5.96,104.354464845
597,5.97,104.376505038
598,5.98,104.333385241
599,5.99,104.308590342
600,6.0,104.343905809
601,6.01,104.281903773
602,6.02,104.315636429
603,6.03,104.218226755
604,6.04,104.252079348
605,6.05,104.293187075
606,6.06,104.383297847
607,6.07,104.295790225
608,6.08,104.327256985
609,6.09,104.3394163
610,6.1,104.32824237
611,6.11,104.384106817
612,6.12,104.291236583
613,6.13,104.230743792
614,6.14,104.351502544
615,6.15,104.36571391
616,6.16,104.346611936
617,6.17,104.334428112
618,6.18,104.335220314
619,6.19,104.313667386
620,6.2,104.318422563
621,6.21,104.195817468
622,6.22,104.313092943
623,6.23,104.352176545
624,6.24,104.28550787
625,6.25,104.339022592
626,6.26,104.302390494
627,6.27,104.282632227
628,6.28,104.319312988
629,6.29,104.305997288
630,6.3,104.277393957
631,6.31,104.257900628
632,6.32,104.258080922
633,6.33,104.422466487
634,6.34,104.313937473
635,6.35,104.361011853
636,6.36,104.345837995
637,6.37,104.319174739
638,6.38,104.41768343
639,6.39,104.37705599
640,6.4,104.305674001
641,6.41,104.277811303
642,6.42,104.353922639
643,6.43,104.360450467
644,6.44,104.186816911
645,6.45,104.405744977
646,6.46,104.29692524
647,6.47,104.289395398
648,6.48,104.286865167
649,6.49,104.296367873
650,6.5,104.348003339
651,6.51,104.336052625
652,6.52,104.253132222
653,6.53,104.327086375
654,6.54,104.307952223
655,6.55,104.294027779
656,6.56,104.266395233
657,6.57,104.323981209
658,6.58,104.360862999
659,6.59,104.292110937
660,6.6,104.342567421
661,6.61,104.320996359
662,6.62,104.384326322
663,6.63,104.226959557
664,6.64,104.332405626
665,6.65,104.272973536
666,6.66,104.298961209
667,6.67,104.25253186
668,6.68,104.270814162
669,6.69,104.311400943
670,6.7,104.249742914
671,6.71,104.368061733
672,6.72,104.304901648
673,6.73,104.341927843
674,6.74,104.446932036
675,6.75,104.319523274
676,6.76,104.308681273
677,6.77,104.22990077
678,6.78,104.344600483
679,6.79,104.273693071
680,6.8,104.349693716
681,6.81,104.281798363
682,6.82,104.272710491
683,6.83,104.319195109
684,6.84,104.302056239
685,6.85,104.322235849
686,6.86,104.234641506
687,6.87,104.343273141
688,6.88,104.330185974
689,6.89,104.37121352
690,6.9,104.242957596
691,6.91,104.339065303
692,6.92,104.261387644
693,6.93,104.291891152
694,6.94,104.289092973
695,6.95,104.370891221
696,6.96,104.312493938
697,6.97,104.301554074
698,6.98,104.353557071
699,6.99,104.274130391
700,7.0,104.357462083
701,7.01,104.27072324
702,7.02,104.338682959
703,7.03,104.286713278
704,7.04,104.304704357
705,7.05,104.319671719
706,7.06,104.335267195
707,7.07,104.331972838
708,7.08,104.326230102
709,7.09,104.350080512
710,7.1,104.376380295
711,7.11,104.284362876
712,7.12,104.302564161
713,7.13,104.256244434
714,7.14,104.309070195
715,7.15,104.306291344
716,7.16,104.393389507
717,7.17,104.372627365
718,7.18,104.313551437
719,7.19,104.302931107
720,7.2,104.353316242
721,7.21,104.280201163
722,7.22,104.436753622
723,7.23,104.372350629
724,7.24,104.285053018
725,7.25,104.345029888
726,7.26,104.329595642
727,7.27,104.291969881
728,7.28,104.341868203
729,7.29,104.282733232
730,7.3,104.343037467
731,7.31,104.261013283
732,7.32,104.244585015
733,7.33,104.294465301
734,7.34,104.245200817
735,7.35,104.254357869
736,7.36,104.252011128
737,7.37,104.273066216
738,7.38,104.288205911
739,7.39,104.349594931
740,7.4,104.374708493
741,7.41,104.304018401
742,7.42,104.364752628
743,7.43,104.313674994
744,7.44,104.280592984
745,7.45,104.209230988
746,7.46,104.347067008
747,7.47,104.236059232
748,7.48,104.310067646
749,7.49,104.335196942
750,7.5,104.206549156
751,7.51,104.231728767
752,7.52,104.293031178
753,7.53,104.252094588
754,7.54,104.318506817
755,7.55,104.309601641
756,7.56,104.314049788
757,7.57,104.366107986
758,7.58,104.351242134
759,7.59,104.331122091
760,7.6,104.326498393
761,7.61,104.287738765
762,7.62,104.302472543
763,7.63,104.3556578
764,7.64,104.345282251
765,7.65,104.355578774
766,7.66,104.293490067
767,7.67,104.236252759
768,7.68,104.346614495
769,7.69,104.285655886
770,7.7,104.255517804
771,7.71,104.299501347
772,7.72,104.331254834
773,7.73,104.29433056
774,7.74,104.29985558
775,7.75,104.274035208
776,7.76,104.327240769
777,7.77,104.325123276
778,7.78,104.270710153
779,7.79,104.212014693
780,7.8,104.372745589
781,7.81,104.254577931
782,7.82,104.300069297
783,7.83,104.335590206
784,7.84,104.318375607
785,7.85,104.24551983
786,7.86,104.307726157
787,7.87,104.308580547
788,7.88,104.281142446
789,7.89,104.310435647
790,7.9,104.440825881
791,7.91,104.360185317
792,7.92,104.237905499
793,7.93,104.328860014
794,7.94,104.314551614
795,7.95,104.16375002
796,7.96,104.418617413
797,7.97,104.338601758
798,7.98,104.30856942
799,7.99,104.333792508
800,8.0,104.359501293
801,8.01,104.360773973
802,8.02,104.317558275
803,8.03,104.303736318
804,8.04,104.378848894
805,8.05,104.237961563
806,8.06,104.297502772
807,8.07,104.325533088
808,8.08,104.250409818
809,8.09,104.210873075
810,8.1,104.25869312
811,8.11,104.290724041
812,8.12,104.294731339
813,8.13,104.368086534
814,8.14,104.219068819
815,8.15,104.328754682
816,8.16,104.29833892
817,8.17,104.301655437
818,8.18,104.304685445
819,8.19,104.322011561
820,8.2,104.351161358
821,8.21,104.279711656
822,8.22,104.317019131
823,8.23,104.277170021
824,8.24,104.387878185
825,8.25,104.286096387
826,8.26,104.3690249
827,8.27,104.249528156
828,8.28,104.283366789
829,8.29,104.306609631
830,8.3,104.293667184
831,8.31,104.241310701
832,8.32,104.297158271
833,8.33,104.351386221
834,8.34,104.25232974
835,8.35,104.326103766
836,8.36,104.247237443
837,8.37,104.341736085
838,8.38,104.160237217
839,8.39,104.272540158
840,8.4,104.356585886
841,8.41,104.364034735
842,8.42,104.296283579
843,8.43,104.36289691
844,8.44,104.276730672
845,8.45,104.278422465
846,8.46,104.187237122
847,8.47,104.227760338
848,8.48,104.290746119
849,8.49,104.34460005
850,8.5,104.369037214
851,8.51,104.325579564
852,8.52,104.260427965
853,8.53,104.360949169
854,8.54,104.370789251
855,8.55,104.392377244
856,8.56,104.287369217
857,8.57,104.28721781
858,8.58,104.377366908
859,8.59,104.311838984
860,8.6,104.308827148
861,8.61,104.261756519
862,8.62,104.382801917
863,8.63,104.255943199
864,8.64,104.258963149
865,8.65,104.233044335
866,8.66,104.224711849
867,8.67,104.34731242
868,8.68,104.287692611
869,8.69,104.345082927
870,8.7,104.218369384
871,8.71,104.300093476
872,8.72,104.210661697
873,8.73,104.293491336
874,8.74,104.323993274
875,8.75,104.327767681
876,8.76,104.280733532
877,8.77,104.35711832
878,8.78,104.303838037
879,8.79,104.409618746
880,8.8,104.332631574
881,8.81,104.383750687
882,8.82,104.376800302
883,8.83,104.358210234
884,8.84,104.328195436
885,8.85,104.278600718
886,8.86,104.338527582
887,8.87,104.361241973
888,8.88,104.283104141
889,8.89,104.349738597
890,8.9,104.157020288
891,8.91,104.346493041
892,8.92,104.293442497
893,8.93,104.442678277
894,8.94,104.365984387
895,8.95,104.323006155
896,8.96,104.361760421
897,8.97,104.351079659
898,8.98,104.311364549
899,8.99,104.291012643
900,9.0,104.323352147
901,9.01,104.316771025
902,9.02,104.315633447
903,9.03,104.307408216
904,9.04,104.344813783
905,9.05,104.338351522
906,9.06,104.309192553
907,9.07,104.30256411
908,9.08,104.290256971
909,9.09,104.341673531
910,9.1,104.289911519
911,9.11,104.213904723
912,9.12,104.391913142
913,9.13,104.248476192
914,9.14,104.287712435
915,9.15,104.313749384
916,9.16,104.25812869
917,9.17,104.304423824
918,9.18,104.288652644
919,9.19,104.364789936
920,9.2,104.213462555
921,9.21,104.257664136
922,9.22,104.279032226
923,9.23,104.268584051
924,9.24,104.347263282
925,9.25,104.28542857
926,9.26,104.362240699
927,9.27,104.375840935
928,9.28,104.225165806
929,9.29,104.29801599
930,9.3,104.355338811
931,9.31,104.323963176
932,9.32,104.365698577
933,9.33,104.363289473
934,9.34,104.316241427
935,9.35,104.244430539
936,9.36,104.330421387
937,9.37,104.350126289
938,9.38,104.289039392
939,9.39,104.318397055
940,9.4,104.30498242
941,9.41,104.317929655
942,9.42,104.285840031
943,9.43,104.339175443
944,9.44,104.301478705
945,9.45,104.27799883
946,9.46,104.356325749
947,9.47,104.350501117
948,9.48,104.386399502
949,9.49,104.324339877
950,9.5,104.31398182
951,9.51,104.33654576
952,9.52,104.310885282
953,9.53,104.318828883
954,9.54,104.448150563
955,9.55,104.289796214
956,9.56,104.347277825
957,9.57,104.319760798
958,9.58,104.291997468
959,9.59,104.320724206
960,9.6,104.268096074
961,9.61,104.306523059
962,9.62,104.30844246
963,9.63,104.296913942
964,9.64,104.284486248
965,9.65,104.271547038
966,9.66,104.341929448
967,9.67,104.279250269
968,9.68,104.24435856
969,9.69,104.257369063
970,9.7,104.414274854
971,9.71,104.261075084
972,9.72,104.354476954
973,9.73,104.207956482
974,9.74,104.22083641
975,9.75,104.340294627
976,9.76,104.219805692
977,9.77,104.366234434
978,9.78,104.265094937
979,9.79,104.27478411
980,9.8,104.27759625
981,9.81,104.332756711
982,9.82,104.252273656
983,9.83,104.338447651
984,9.84,104.297955192
985,9.85,104.324563669
986,9.86,104.286505092
987,9.87,104.286261273
988,9.88,104.289614064
989,9.89,104.310060852
990,9.9,104.250619082
991,9.91,104.295585195
992,9.92,104.270522349
993,9.93,104.327858536
994,9.94,104.267899975
995,9.95,104.347563694
996,9.96,104.256531564
997,9.97,104.301764783
998,9.98,104.36337922
999,9.99,104.315878886
