data,time
5.1332184315,335
1.48944020427,336
6.07535300087,337
-1.75290150772,338
3.55785240276,339
4.31193694508,340
7.58545605534,341
4.71063484721,342
6.3555775581,343
5.9964689659,344
4.20551788235,345
8.10509294117,346
4.85089315157,347
2.81658597276,348
7.4625897632,349
8.06846390487,350
9.19451847447,351
3.38174038713,352
1.94216115961,353
5.1999560812,354
4.83669779088,355
2.29890162219,356
8.55541908222,357
2.22624836665,358
7.77859398969,359
8.34579902721,360
6.71170111122,361
6.03793160731,362
0.216361686994,363
3.82367285795,364
2.97151677599,365
5.58776166011,366
8.30436579457,367
2.66896375615,368
4.88808330349,369
2.45152770767,370
5.2414094694,371
4.99070943312,372
4.50356779915,373
9.02604255875,374
7.83629581094,375
8.22698912343,376
3.89985945887,377
6.19708562245,378
6.87500033262,379
6.20696986269,380
7.62997703968,381
7.36901181208,382
5.07353515432,383
7.7134199656,384
2.61374939061,385
2.20035896093,386
5.84617194398,387
3.11411131229,388
6.00865398427,389
1.7488418669,390
5.16493894087,391
7.07076360279,392
6.63282104527,393
7.00931899997,394
0.869188503206,395
5.78463844467,396
5.20313179242,397
3.02542934607,398
9.05489407446,399
5.95998581207,400
5.62915938229,401
5.24239833482,402
8.74769648653,403
6.16815260517,404
2.80857261714,405
7.9300068784,406
5.78700618147,407
6.4418651052,408
5.49961357523,409
7.32634566265,410
2.85095734877,411
7.70254262957,412
4.36854116813,413
5.82718418236,414
2.92894201154,415
3.12492858851,416
5.98976577531,417
5.90899377361,418
2.72943752086,419
2.65396494767,420
6.81553688948,421
2.8567851572,422
5.6396248492,423
4.23568150642,424
5.40095799921,425
7.04303070581,426
4.13264030669,427
5.45532925907,428
5.05211592349,429
5.25976820271,430
7.66013874742,431
3.16951379226,432
2.21156824634,433
4.21709894355,434
3.21909251781,435
3.95139419651,436
5.65672049497,437
7.25443551893,438
2.17158987283,439
3.3105799184,440
6.06362065965,441
2.27003852477,442
4.92351004342,443
5.46041328332,444
6.07725135577,445
4.49484436394,446
4.20948603579,447
4.48458682651,448
3.35994368685,449
1.19257517443,450
3.61188545541,451
4.46232718868,452
1.56732290638,453
5.3348109359,454
2.99525450464,455
8.57484921669,456
8.83063019675,457
5.647749869,458
5.02819634685,459
1.97711710365,460
5.75347714519,461
4.57328349213,462
2.05621008187,463
4.37239316773,464
5.94075972984,465
6.62150621743,466
3.10183575316,467
5.05056423217,468
0.948322111731,469
6.63395233167,470
6.62028264741,471
5.45717128773,472
6.27155608016,473
3.58566309575,474
7.08807035291,475
4.6067551161,476
6.82486116075,477
3.23164192484,478
7.61448645329,479
5.67834252964,480
2.50841959435,481
2.6982465651,482
5.58141123756,483
6.49018008853,484
6.61787419169,485
3.63641680232,486
6.89913291019,487
4.45027714886,488
4.38464267017,489
5.18595168994,490
3.92399462952,491
6.57047249257,492
2.33005163346,493
6.65733092807,494
5.05399145047,495
7.08654505077,496
5.24741205391,497
6.20647032725,498
5.52620623886,499
4.55341813209,500
4.45314489402,501
5.08038954259,502
8.04233741758,503
5.99748618278,504
4.32583003253,505
1.22715937887,506
-0.388708802707,507
3.33394248653,508
4.93235381696,509
5.87721871336,510
3.0447711271,511
3.12899870228,512
4.50394557603,513
3.41552346193,514
4.10987139741,515
2.39109127093,516
8.43148267182,517
6.10211027456,518
3.55856685923,519
4.74300010339,520
6.64617652297,521
5.50821645139,522
5.38658326595,523
5.18960787754,524
4.9430049849,525
7.6205620952,526
4.13578063402,527
8.67487092903,528
6.14499580842,529
6.40956044837,530
3.24153891802,531
6.15127743063,532
2.41096529232,533
7.34609161112,534
4.75719807668,535
2.55411619597,536
5.69520670919,537
2.71634606124,538
7.15604710059,539
6.48730971456,540
4.58102026878,541
2.97005673833,542
3.06925963337,543
5.44025672252,544
2.03278103697,545
1.36915634087,546
6.08112145747,547
2.98297718072,548
3.82096144525,549
8.05834984149,550
7.28417416107,551
5.65166963451,552
5.57298756423,553
2.86642513073,554
5.96926137864,555
2.70038096087,556
4.14950049089,557
6.11927406663,558
4.55667582119,559
6.57035838583,560
1.56651549113,561
8.89549435133,562
6.08565759688,563
4.35663018441,564
4.61652503161,565
1.91572328906,566
4.31027993174,567
9.20812903022,568
1.93691050706,569
2.51761613702,570
3.44640773619,571
8.08634037591,572
3.78304334508,573
5.18013640115,574
6.32794067424,575
3.81328656926,576
2.0620076371,577
4.64259589936,578
4.5527511461,579
6.04825001719,580
4.74163942083,581
5.24888828251,582
4.88169850902,583
4.76215638869,584
3.49606029562,585
8.23225016033,586
1.34190868163,587
1.85247740798,588
6.41131816979,589
3.00587960518,590
10.0847595556,591
6.31155690806,592
5.55478613902,593
3.93341696075,594
2.01086125032,595
4.68648233043,596
4.79614940725,597
8.2165602744,598
7.36921357675,599
4.45981294073,600
5.75172011874,601
3.39636164728,602
7.16772329904,603
4.99251174533,604
7.08884414704,605
2.51081310838,606
5.37089693105,607
4.87710503549,608
4.14873393184,609
8.44883857968,610
4.25662716702,611
5.62847841702,612
1.94634020108,613
5.25899310402,614
2.09728273959,615
6.40723048616,616
7.49451826666,617
5.23406856048,618
6.28320270631,619
3.17036740612,620
6.09669452373,621
5.19031575344,622
8.67091726634,623
3.17022523197,624
5.39115906046,625
3.90794473733,626
7.03829107267,627
9.20133311922,628
3.85995032984,629
5.26839203681,630
7.04349931444,631
4.34888733753,632
6.31203862317,633
2.8765383781,634
2.98084713076,635
4.97469117205,636
2.96588662021,637
5.60406279466,638
3.19503621422,639
5.74489171545,640
3.23226036637,641
1.89117400044,642
5.95374284837,643
3.98892779381,644
7.52355108067,645
9.8082759343,646
5.28099994915,647
4.70280465949,648
4.29194782677,649
1.76744482221,650
5.49441869568,651
5.96330591561,652
2.27621058439,653
8.69545881632,654
4.44419934153,655
5.60752551062,656
5.38666406267,657
3.80246085317,658
7.4129526055,659
2.03228502935,660
5.07060994815,661
2.65419161023,662
4.67149049093,663
7.81305861617,664
8.27898964225,665
5.67917196012,666
7.10117000164,667
10.5459518274,668
7.46638440715,669
4.42802707743,670
6.42130809849,671
4.55470632989,672
7.83814581173,673
5.77809641096,674
4.86342645384,675
5.50103234872,676
5.7439817344,677
5.3949946134,678
4.09577792316,679
2.85110656287,680
5.96553037394,681
3.06272884065,682
2.96937857971,683
6.6885613396,684
6.65879033931,685
4.41560250237,686
4.89551293827,687
4.97458152125,688
4.8842602353,689
4.40606952246,690
5.32935715232,691
8.72967248444,692
10.3035407704,693
7.45944856856,694
2.72699356926,695
4.03148470968,696
5.18195364302,697
6.77542203161,698
2.57019559546,699
4.42349800327,700
2.45133656487,701
6.79845941426,702
6.73320786358,703
5.28230002679,704
3.47929586369,705
4.12232445834,706
8.11134824298,707
2.01650120575,708
6.40851251791,709
4.87913838202,710
4.22928603419,711
4.0362208657,712
6.50446103215,713
5.91016462453,714
7.3816114125,715
6.90867392278,716
7.88354253718,717
4.5772543977,718
6.23929383834,719
1.36069951874,720
2.73311303765,721
3.06946135666,722
6.40101853159,723
4.68735730808,724
6.84084875667,725
2.94437709775,726
5.64645796192,727
5.24745333916,728
6.60103824781,729
6.69723958337,730
2.8873020391,731
4.76763386125,732
6.18900508172,733
6.11408128132,734
4.40214460356,735
2.05627611903,736
2.68435716085,737
3.20783246404,738
6.24455437863,739
9.26098445205,740
6.96589012427,741
5.4224780968,742
6.46918104261,743
6.59485080071,744
1.95671894474,745
4.57522679676,746
7.82422368236,747
4.37318818492,748
5.17982864677,749
6.07369350817,750
6.20239030671,751
1.86602355778,752
2.63833765633,753
3.81549642034,754
4.57652973613,755
3.85721590308,756
5.58384950102,757
2.70263244964,758
2.57393431809,759
5.6585989294,760
2.49403776092,761
4.7650425936,762
7.75631440215,763
4.67033345037,764
6.57431178337,765
5.37122246551,766
6.68220635519,767
6.01002202969,768
4.15366185889,769
3.70549602212,770
6.03858455993,771
5.7319485036,772
6.59056464755,773
6.8973733388,774
6.28102992757,775
4.75171406107,776
4.77848214062,777
4.56825124015,778
5.28556821872,779
4.27093419366,780
5.99533272449,781
6.83203215903,782
6.34156430912,783
4.76525105185,784
6.02287111691,785
3.34870778131,786
1.32937268807,787
4.4576097143,788
8.67173895037,789
4.34071288477,790
2.2438970484,791
5.79102473165,792
3.55009834451,793
5.09597239366,794
5.38023394666,795
6.02750555325,796
4.45874114815,797
4.19785853373,798
6.12351371677,799
3.64031018686,800
6.36503259499,801
5.99285763017,802
4.03681429534,803
8.45006739714,804
2.64468752279,805
4.01092168475,806
5.85110101969,807
7.73091082306,808
7.92003987014,809
5.54287296838,810
6.3062497337,811
5.42807272462,812
4.25649691608,813
5.73628968376,814
3.23550751446,815
3.59298502168,816
4.46894866459,817
7.70397879828,818
1.82503775098,819
3.97186075028,820
7.2463846904,821
3.2880795828,822
6.10814156104,823
4.97236002505,824
8.20865906541,825
6.91070277296,826
9.99611450015,827
0.953198019557,828
6.14801412972,829
4.31491420167,830
4.9846613608,831
4.23626011605,832
5.24333604677,833
3.17058134283,834
11.6150812654,835
8.28993956199,836
4.58860640735,837
5.16985513986,838
1.88445725305,839
5.61875235525,840
8.608261675,841
4.73392214307,842
7.56634413372,843
7.66694133632,844
6.35356207057,845
7.69159437717,846
5.28266160882,847
5.15971847754,848
4.31510810484,849
7.39183151092,850
2.72427787913,851
6.13036883923,852
5.23110615626,853
4.17367118677,854
3.83451061404,855
5.97703946487,856
4.11875061954,857
4.32802614952,858
6.38093536475,859
3.77011735427,860
7.24803461733,861
5.2406796888,862
6.14359322624,863
3.45943866993,864
4.77662514085,865
5.86130340524,866
8.14377421409,867
3.78308774389,868
4.03538246322,869
5.62720056396,870
4.75224949916,871
6.40459785321,872
5.43074350896,873
3.93017698469,874
10.9348606469,875
3.47443688847,876
2.23495709639,877
3.25945662913,878
4.08567962869,879
8.34004062602,880
5.63449679012,881
6.62946137752,882
4.5696751693,883
5.55752537364,884
6.53133813439,885
4.92299756354,886
6.35296938658,887
5.72966217463,888
4.89261872747,889
3.63640055915,890
5.00936777184,891
5.52656521332,892
5.46833485491,893
3.17675991652,894
2.64225349773,895
5.79023392245,896
4.94340810571,897
6.70204277027,898
5.48417449227,899
5.08105296607,900
8.59935873541,901
5.32709114559,902
7.40840133059,903
4.89582869249,904
5.7228507374,905
6.60961147147,906
7.44531891018,907
7.1049703464,908
5.49574359907,909
5.36582875733,910
5.83921172429,911
4.46663232472,912
6.04486848225,913
9.49142407032,914
4.69687170045,915
5.76057639111,916
4.65650670532,917
5.76513298588,918
1.79578389668,919
5.5417198882,920
7.372956952,921
4.61463210197,922
5.97670460677,923
4.93392025056,924
8.02124798885,925
4.54262679423,926
9.23635849066,927
7.86959691193,928
7.80943844555,929
5.18818555182,930
7.74468548115,931
6.03608722525,932
3.65551053395,933
4.63195281513,934
5.95881433589,935
4.79726182848,936
7.19949633639,937
8.17861838736,938
7.75620073808,939
5.03783140992,940
4.08668186705,941
6.70979629278,942
5.55745665354,943
5.01223747229,944
5.04539070807,945
6.16876392338,946
3.92499745749,947
9.94393629633,948
6.71334788889,949
6.56165581122,950
2.31209609431,951
4.4263686755,952
4.66520528266,953
4.33089672587,954
6.60692754349,955
4.31208822799,956
3.0218726605,957
4.08234828331,958
8.91373467997,959
2.95812789474,960
4.9445712093,961
2.59727785857,962
7.1277355019,963
3.32568218442,964
4.4955437617,965
4.88581648183,966
5.43269852997,967
4.43586623273,968
5.61830465444,969
3.57610633519,970
6.45847584783,971
3.94443571636,972
0.779257154433,973
3.93477802078,974
4.35474454714,975
2.66362539135,976
3.30718692059,977
2.88030107984,978
5.44564003073,979
7.53562772887,980
2.11619624952,981
5.42182217069,982
6.1381390712,983
7.0190495998,984
4.08113738995,985
7.29047827442,986
6.49234238212,987
4.4291241056,988
1.98892111102,989
2.56741248434,990
4.68265997336,991
6.09943987893,992
3.04487016251,993
3.9732179415,994
2.76264853477,995
5.23149638343,996
2.40405047817,997
4.568616604,998
4.73229730351,999
